 

stn;time;tre200s0;rre150g0;uor200s0;ure200s0;fu3010z0
GRE;202204240650;7.5;0.0;92.8;92.8;5.4
GRE;202204240700;7.5;0.0;91.5;91.5;7.2
GRE;202204240710;7.6;0.0;91.3;91.3;7.2
GRE;202204240720;7.7;0.0;90.8;90.8;6.8
GRE;202204240730;7.9;0.0;91.1;91.1;7.6
GRE;202204240740;8.1;0.0;90.0;90.0;8.6
GRE;202204240750;8.1;0.0;89.3;89.3;10.4
GRE;202204240800;8.1;0.0;88.4;88.4;11.2
GRE;202204240810;8.2;0.0;88.7;88.7;9.4
GRE;202204240820;8.3;0.0;88.8;88.8;10.1
GRE;202204240830;8.6;0.0;88.6;88.6;10.8
GRE;202204240840;8.8;0.0;86.7;86.7;12.2
GRE;202204240850;9.1;0.0;84.4;84.4;19.1
GRE;202204240900;9.4;0.0;82.7;82.7;22.0
GRE;202204240910;9.6;0.0;82.4;82.4;19.4
GRE;202204240920;9.7;0.0;81.5;81.5;20.2
GRE;202204240930;10.1;0.0;80.8;80.8;22.7
GRE;202204240940;10.1;0.0;79.9;79.9;22.3
GRE;202204240950;10.3;0.0;79.3;79.3;21.6
GRE;202204241000;10.3;0.0;77.5;77.5;26.6
GRE;202204241010;10.4;0.0;78.3;78.3;25.2
GRE;202204241020;10.5;0.0;78.9;78.9;21.2
GRE;202204241030;10.6;0.0;77.5;77.5;21.6
GRE;202204241040;10.6;0.0;77.0;77.0;21.6
GRE;202204241050;10.8;0.0;76.0;76.0;20.5
GRE;202204241100;11.1;0.0;74.3;74.3;22.0
GRE;202204241110;11.3;0.0;72.8;72.8;24.1
GRE;202204241120;11.3;0.0;71.7;71.7;27.7
GRE;202204241130;10.9;0.0;71.2;71.2;28.4
GRE;202204241140;10.9;0.0;74.1;74.1;23.8
GRE;202204241150;10.7;0.0;75.3;75.3;22.7
GRE;202204241200;10.7;0.1;76.6;76.6;19.1
GRE;202204241210;10.6;0.1;76.7;76.7;21.6
GRE;202204241220;10.7;0.2;78.0;78.0;20.5
GRE;202204241230;10.7;0.2;77.7;77.7;24.8
GRE;202204241240;10.7;0.2;78.8;78.8;23.0
GRE;202204241250;10.6;0.2;79.7;79.7;20.9
GRE;202204241300;10.6;0.2;79.9;79.9;20.5
GRE;202204241310;10.5;0.2;80.6;80.6;18.4
GRE;202204241320;10.5;0.3;81.4;81.4;19.1
GRE;202204241330;10.5;0.5;82.4;82.4;18.4
GRE;202204241340;10.5;0.9;84.3;84.3;15.5
GRE;202204241350;10.7;0.9;84.3;84.3;16.2
GRE;202204241400;10.8;1.0;83.2;83.2;19.4
GRE;202204241410;10.9;1.0;83.4;83.4;18.7
GRE;202204241420;10.9;0.8;83.5;83.5;19.8
GRE;202204241430;10.7;0.6;83.2;83.2;22.0
GRE;202204241440;10.6;0.2;84.2;84.2;20.9
GRE;202204241450;10.5;0.2;84.1;84.1;22.7
GRE;202204241500;10.4;0.1;84.7;84.7;21.6
GRE;202204241510;10.3;0.2;85.8;85.8;20.9
GRE;202204241520;10.1;0.5;87.4;87.4;21.6
GRE;202204241530;10.0;0.6;88.3;88.3;20.2
GRE;202204241540;10.0;0.8;88.9;88.9;16.6
GRE;202204241550;10.0;1.0;90.4;90.4;13.3
GRE;202204241600;9.9;1.3;91.4;91.4;13.0
GRE;202204241610;9.8;1.8;92.9;92.9;9.7
GRE;202204241620;9.7;2.0;93.9;93.9;7.6
GRE;202204241630;9.7;2.4;94.7;94.7;6.8
GRE;202204241640;9.7;2.6;95.1;95.1;7.6
GRE;202204241650;9.7;2.8;94.7;94.7;7.6
GRE;202204241700;9.7;2.6;94.2;94.2;7.9
GRE;202204241710;9.7;2.2;94.4;94.4;8.3
GRE;202204241720;9.6;2.0;94.6;94.6;7.6
GRE;202204241730;9.6;1.8;95.8;95.8;6.8
GRE;202204241740;9.5;1.6;96.4;96.4;5.4
GRE;202204241750;9.4;1.4;96.7;96.7;5.4
GRE;202204241800;9.4;1.4;97.0;97.0;4.3
GRE;202204241810;9.4;1.3;97.6;97.6;4.0
GRE;202204241820;9.4;1.0;97.8;97.8;4.0
GRE;202204241830;9.4;0.7;97.4;97.4;2.9
GRE;202204241840;9.4;0.7;97.3;97.3;1.1
GRE;202204241850;9.4;0.9;97.4;97.4;2.9
GRE;202204241900;9.4;1.4;97.5;97.5;3.2
GRE;202204241910;9.4;1.8;97.7;97.7;2.2
GRE;202204241920;9.4;2.3;98.0;98.0;1.4
GRE;202204241930;9.3;2.7;98.2;98.2;1.1
GRE;202204241940;9.2;2.9;98.4;98.4;1.8
GRE;202204241950;9.2;2.9;98.6;98.6;0.7
GRE;202204242000;9.3;2.9;98.6;98.6;2.9
GRE;202204242010;9.3;2.8;98.5;98.5;2.2
GRE;202204242020;9.2;2.9;98.7;98.7;1.8
GRE;202204242030;9.2;3.1;99.1;99.1;0.7
GRE;202204242040;9.1;3.1;99.2;99.2;0.4
GRE;202204242050;9.2;3.2;99.2;99.2;0.0
GRE;202204242100;9.2;3.1;99.2;99.2;0.0
GRE;202204242110;9.1;3.4;99.2;99.2;0.0
GRE;202204242120;9.1;3.3;99.2;99.2;0.0
GRE;202204242130;9.1;3.6;99.2;99.2;0.0
GRE;202204242140;9.2;3.8;99.2;99.2;0.0
GRE;202204242150;9.1;3.7;99.2;99.2;1.1
GRE;202204242200;9.1;3.3;99.2;99.2;2.2
GRE;202204242210;9.1;3.0;99.2;99.2;3.2
GRE;202204242220;9.1;2.9;99.2;99.2;1.8
GRE;202204242230;9.1;2.3;99.2;99.2;0.0
GRE;202204242240;9.1;1.8;99.2;99.2;1.1
GRE;202204242250;9.1;1.4;99.2;99.2;4.3
GRE;202204242300;9.1;1.2;99.2;99.2;4.0
GRE;202204242310;9.2;0.8;99.2;99.2;5.0
GRE;202204242320;9.2;0.4;99.2;99.2;5.4
GRE;202204242330;9.3;0.1;99.2;99.2;5.8
GRE;202204242340;9.4;0.0;99.2;99.2;9.0
GRE;202204242350;9.7;0.1;99.0;99.0;10.8
GRE;202204250000;9.7;0.1;97.4;97.4;10.8
GRE;202204250010;9.7;0.2;97.4;97.4;10.1
GRE;202204250020;9.7;0.3;97.2;97.2;11.9
GRE;202204250030;9.8;0.5;96.6;96.6;11.5
GRE;202204250040;9.7;0.7;97.1;97.1;9.7
GRE;202204250050;9.7;1.1;97.6;97.6;11.9
GRE;202204250100;9.6;1.3;97.8;97.8;11.5
GRE;202204250110;9.5;1.5;98.5;98.5;12.2
GRE;202204250120;9.5;2.1;98.8;98.8;10.1
GRE;202204250130;9.6;2.7;98.3;98.3;10.8
GRE;202204250140;9.6;3.0;97.1;97.1;10.4
GRE;202204250150;9.5;3.2;97.0;97.0;11.2
GRE;202204250200;9.6;3.4;94.7;94.7;14.0
GRE;202204250210;9.5;3.6;95.2;95.2;13.0
GRE;202204250220;9.4;3.0;96.2;96.2;12.6
GRE;202204250230;9.4;2.3;96.1;96.1;13.3
GRE;202204250240;9.4;1.8;96.4;96.4;12.6
GRE;202204250250;9.5;1.1;96.3;96.3;13.3
GRE;202204250300;9.4;0.7;96.7;96.7;9.4
GRE;202204250310;9.4;0.2;97.2;97.2;10.1
GRE;202204250320;9.3;0.1;97.7;97.7;9.4
GRE;202204250330;9.3;0.3;97.9;97.9;9.7
GRE;202204250340;9.3;1.2;98.0;98.0;9.7
GRE;202204250350;9.2;1.7;98.3;98.3;8.3
GRE;202204250400;9.2;1.8;98.4;98.4;7.9
GRE;202204250410;9.2;1.9;98.5;98.5;7.9
GRE;202204250420;9.2;1.9;98.4;98.4;5.4
GRE;202204250430;9.2;1.8;98.6;98.6;3.2
GRE;202204250440;9.2;1.6;98.7;98.7;2.9
GRE;202204250450;9.1;2.0;99.1;99.1;2.5
GRE;202204250500;9.1;2.3;99.2;99.2;1.4
GRE;202204250510;9.1;2.4;99.2;99.2;1.4
GRE;202204250520;9.2;2.4;99.2;99.2;3.6
GRE;202204250530;9.3;2.5;98.9;98.9;4.7
GRE;202204250540;9.3;1.9;97.8;97.8;6.8
GRE;202204250550;9.4;1.1;96.8;96.8;9.0
GRE;202204250600;9.5;0.8;96.6;96.6;7.6
GRE;202204250610;9.6;0.6;96.4;96.4;9.7
GRE;202204250620;9.7;0.7;96.2;96.2;10.1
GRE;202204250630;9.8;0.4;96.1;96.1;10.8
GRE;202204250640;9.9;0.3;95.8;95.8;9.7
GRE;202204250650;9.8;0.2;95.4;95.4;12.2
GRE;202204250700;9.8;0.2;95.3;95.3;15.1
GRE;202204250710;9.8;0.2;95.5;95.5;14.4
GRE;202204250720;9.7;0.2;95.4;95.4;15.1
GRE;202204250730;9.7;0.5;95.3;95.3;13.0
GRE;202204250740;9.7;0.6;96.0;96.0;11.2
GRE;202204250750;9.6;0.9;96.2;96.2;12.2
GRE;202204250800;9.6;1.3;96.7;96.7;11.5
GRE;202204250810;9.6;1.7;97.4;97.4;11.5
GRE;202204250820;9.6;2.4;97.6;97.6;11.5
GRE;202204250830;9.7;2.7;96.9;96.9;11.2
GRE;202204250840;9.8;2.9;96.4;96.4;11.9
GRE;202204250850;9.9;2.7;96.3;96.3;9.7
GRE;202204250900;10.0;2.3;95.8;95.8;7.6
GRE;202204250910;10.1;2.0;94.5;94.5;10.1
GRE;202204250920;10.1;1.3;93.7;93.7;9.7
GRE;202204250930;10.1;0.8;93.6;93.6;9.0
GRE;202204250940;10.1;0.6;92.5;92.5;9.0
GRE;202204250950;10.1;0.7;91.6;91.6;10.4
GRE;202204251000;10.3;0.7;90.1;90.1;11.2
GRE;202204251010;10.4;0.6;87.9;87.9;10.4
GRE;202204251020;10.3;0.5;87.0;87.0;10.4
GRE;202204251030;10.3;0.4;88.8;88.8;7.6
GRE;202204251040;10.5;0.3;89.2;89.2;7.6
GRE;202204251050;10.5;0.1;88.3;88.3;6.5
GRE;202204251100;10.6;0.0;86.5;86.5;7.6
GRE;202204251110;10.7;0.1;86.4;86.4;6.8
GRE;202204251120;10.8;0.1;87.4;87.4;7.2
GRE;202204251130;11.0;0.1;86.9;86.9;6.8
GRE;202204251140;11.4;0.1;86.7;86.7;7.9
GRE;202204251150;11.5;0.1;86.3;86.3;8.6
GRE;202204251200;11.5;0.1;86.6;86.6;11.5
GRE;202204251210;11.2;0.0;86.0;86.0;12.6
GRE;202204251220;11.1;0.0;85.9;85.9;13.0
GRE;202204251230;10.9;0.0;87.2;87.2;12.6
GRE;202204251240;10.9;0.0;86.2;86.2;13.7
GRE;202204251250;10.9;0.0;87.3;87.3;12.2
GRE;202204251300;10.8;0.0;86.9;86.9;10.4
GRE;202204251310;10.8;0.0;85.2;85.2;11.2
GRE;202204251320;10.8;0.0;85.1;85.1;9.0
GRE;202204251330;10.8;0.0;84.8;84.8;9.4
GRE;202204251340;11.0;0.0;84.1;84.1;7.9
GRE;202204251350;11.0;0.0;83.8;83.8;8.6
GRE;202204251400;11.1;0.0;84.0;84.0;7.6
GRE;202204251410;11.1;0.0;84.3;84.3;6.8
GRE;202204251420;11.1;0.0;85.3;85.3;6.8
GRE;202204251430;11.2;0.0;84.9;84.9;7.2
GRE;202204251440;11.2;0.0;84.3;84.3;7.6
GRE;202204251450;11.2;0.0;84.4;84.4;7.2
GRE;202204251500;11.1;0.0;84.4;84.4;6.1
GRE;202204251510;11.1;0.2;85.9;85.9;6.8
GRE;202204251520;10.8;0.5;89.3;89.3;7.9
GRE;202204251530;10.6;0.6;90.0;90.0;12.6
GRE;202204251540;10.2;1.1;90.8;90.8;9.7
GRE;202204251550;10.1;1.2;92.4;92.4;6.1
GRE;202204251600;10.3;1.3;93.6;93.6;6.1
GRE;202204251610;10.3;1.1;93.2;93.2;7.9
GRE;202204251620;10.3;0.8;93.1;93.1;9.0
GRE;202204251630;10.3;0.8;93.7;93.7;7.6
GRE;202204251640;10.3;0.4;94.0;94.0;5.4
GRE;202204251650;10.3;0.3;93.3;93.3;6.5
GRE;202204251700;10.2;0.3;94.0;94.0;6.5
GRE;202204251710;10.1;0.4;94.5;94.5;6.1
GRE;202204251720;10.0;0.4;92.5;92.5;5.0
GRE;202204251730;10.1;0.4;94.1;94.1;5.4
GRE;202204251740;10.1;0.3;93.4;93.4;5.8
GRE;202204251750;10.1;0.3;92.9;92.9;5.8
GRE;202204251800;10.1;0.2;93.2;93.2;7.2
GRE;202204251810;10.0;0.1;92.4;92.4;5.8
GRE;202204251820;10.0;0.2;90.8;90.8;5.4
GRE;202204251830;9.8;0.1;93.8;93.8;2.9
GRE;202204251840;9.8;0.1;95.9;95.9;3.2
GRE;202204251850;9.8;0.1;95.3;95.3;0.7
GRE;202204251900;9.7;0.1;95.0;95.0;1.8
GRE;202204251910;9.7;0.1;95.0;95.0;1.8
GRE;202204251920;9.7;0.0;95.1;95.1;0.4
GRE;202204251930;9.7;0.0;95.5;95.5;0.7
GRE;202204251940;9.7;0.1;95.7;95.7;2.5
GRE;202204251950;9.7;0.1;95.7;95.7;2.2
GRE;202204252000;9.8;0.1;93.7;93.7;0.7
GRE;202204252010;9.4;0.1;96.7;96.7;1.8
GRE;202204252020;9.3;0.1;98.0;98.0;2.2
GRE;202204252030;9.2;0.2;98.1;98.1;2.2
GRE;202204252040;9.3;0.2;98.2;98.2;1.4
GRE;202204252050;9.3;0.7;98.1;98.1;0.0
GRE;202204252100;9.3;1.2;97.9;97.9;0.0
GRE;202204252110;9.2;1.3;98.1;98.1;0.0
GRE;202204252120;9.2;1.3;98.6;98.6;0.0
GRE;202204252130;9.3;1.2;99.0;99.0;0.0
GRE;202204252140;9.3;1.3;99.2;99.2;0.0
GRE;202204252150;9.4;0.8;99.2;99.2;0.0
GRE;202204252200;9.3;0.4;99.2;99.2;0.0
GRE;202204252210;9.4;0.4;99.2;99.2;0.0
GRE;202204252220;9.3;0.4;99.2;99.2;0.0
GRE;202204252230;9.2;0.6;99.2;99.2;0.0
GRE;202204252240;9.3;0.5;99.2;99.2;0.0
GRE;202204252250;9.3;0.5;99.2;99.2;0.0
GRE;202204252300;9.1;0.4;99.2;99.2;0.0
GRE;202204252310;9.0;0.3;99.2;99.2;0.0
GRE;202204252320;9.0;0.3;99.2;99.2;0.0
GRE;202204252330;9.1;0.1;99.2;99.2;0.0
GRE;202204252340;9.1;0.1;99.2;99.2;0.0
GRE;202204252350;9.1;0.4;99.2;99.2;0.0
GRE;202204260000;9.1;0.5;99.2;99.2;0.0
GRE;202204260010;9.1;0.5;99.2;99.2;0.0
GRE;202204260020;9.2;0.6;99.2;99.2;3.2
GRE;202204260030;9.1;1.3;99.2;99.2;2.2
GRE;202204260040;9.1;1.3;99.2;99.2;2.5
GRE;202204260050;9.0;1.0;99.2;99.2;2.9
GRE;202204260100;9.1;0.9;99.2;99.2;2.9
GRE;202204260110;9.1;0.9;99.2;99.2;3.6
GRE;202204260120;9.1;0.8;99.2;99.2;2.9
GRE;202204260130;9.2;0.1;98.9;98.9;0.0
GRE;202204260140;9.1;0.0;98.6;98.6;1.1
GRE;202204260150;9.2;0.0;98.4;98.4;1.1
GRE;202204260200;9.0;0.1;98.7;98.7;0.4
GRE;202204260210;9.0;0.1;98.9;98.9;1.4
GRE;202204260220;9.1;0.2;99.1;99.1;2.9
GRE;202204260230;9.1;0.2;99.2;99.2;1.4
GRE;202204260240;8.8;0.2;99.2;99.2;2.9
GRE;202204260250;8.7;0.3;99.2;99.2;5.0
GRE;202204260300;8.7;0.2;99.2;99.2;3.2
GRE;202204260310;8.8;0.2;99.2;99.2;2.5
GRE;202204260320;8.9;0.2;99.2;99.2;1.4
GRE;202204260330;8.9;0.5;99.2;99.2;2.2
GRE;202204260340;8.8;1.4;99.2;99.2;1.8
GRE;202204260350;8.8;1.8;99.2;99.2;2.2
GRE;202204260400;8.8;1.8;95.7;95.7;1.8
GRE;202204260410;8.7;2.1;92.2;92.2;1.1
GRE;202204260420;8.3;2.1;88.0;88.0;4.3
GRE;202204260430;8.2;1.8;85.7;85.7;2.9
GRE;202204260440;8.0;0.9;86.9;86.9;1.4
GRE;202204260450;7.9;0.4;89.3;89.3;4.3
GRE;202204260500;8.1;0.5;83.7;83.7;1.1
GRE;202204260510;7.8;0.3;89.5;89.5;1.8
GRE;202204260520;7.7;0.6;91.6;91.6;1.4
GRE;202204260530;8.0;1.1;89.4;89.4;4.7
GRE;202204260540;7.8;1.8;87.6;87.6;5.0
GRE;202204260550;7.6;2.2;87.4;87.4;4.3
GRE;202204260600;7.6;2.3;84.8;84.8;4.3
GRE;202204260610;7.3;2.3;86.4;86.4;1.8
GRE;202204260620;7.3;2.1;89.3;89.3;5.4
GRE;202204260630;7.4;1.7;91.3;91.3;2.2
GRE;202204260640;7.6;1.1;87.4;87.4;1.8
GRE;202204260650;7.8;0.8;84.3;84.3;5.4
GRE;202204260700;7.6;0.6;90.9;90.9;5.8
GRE;202204260710;7.8;0.5;91.0;91.0;6.1
GRE;202204260720;8.6;0.3;77.0;77.0;5.0
GRE;202204260730;8.7;0.2;76.3;76.3;6.1
GRE;202204260740;8.8;0.1;70.5;70.5;5.0
GRE;202204260750;8.7;0.0;74.1;74.1;4.3
GRE;202204260800;8.6;0.0;78.7;78.7;1.8
GRE;202204260810;8.6;0.0;81.1;81.1;2.2
GRE;202204260820;8.8;0.0;80.5;80.5;2.5
GRE;202204260830;8.8;0.0;75.5;75.5;1.4
GRE;202204260840;8.9;0.0;77.0;77.0;6.1
GRE;202204260850;8.8;0.0;77.8;77.8;6.1
GRE;202204260900;8.9;0.0;76.8;76.8;4.7
GRE;202204260910;9.2;0.0;76.4;76.4;4.3
GRE;202204260920;9.6;0.0;78.2;78.2;4.3
GRE;202204260930;9.4;0.0;76.7;76.7;3.2
GRE;202204260940;9.5;0.0;76.1;76.1;1.4
GRE;202204260950;9.7;0.0;74.9;74.9;1.1
GRE;202204261000;10.4;0.0;72.2;72.2;1.1
GRE;202204261010;10.7;0.0;71.7;71.7;3.2
GRE;202204261020;10.3;0.0;72.2;72.2;6.5
GRE;202204261030;10.5;0.0;73.8;73.8;6.8
GRE;202204261040;10.4;0.0;71.2;71.2;7.2
GRE;202204261050;10.7;0.0;70.9;70.9;5.8
GRE;202204261100;10.9;0.0;70.3;70.3;6.8
GRE;202204261110;11.0;0.0;69.8;69.8;5.4
GRE;202204261120;11.1;0.0;67.8;67.8;6.1
GRE;202204261130;11.0;0.0;68.9;68.9;7.2
GRE;202204261140;11.1;0.0;71.1;71.1;6.1
GRE;202204261150;11.4;0.0;71.5;71.5;8.6
GRE;202204261200;11.5;0.0;70.3;70.3;10.8
GRE;202204261210;11.5;0.0;71.2;71.2;12.6
GRE;202204261220;11.7;0.0;69.9;69.9;10.1
GRE;202204261230;11.9;0.0;68.0;68.0;9.4
GRE;202204261240;11.7;0.0;68.0;68.0;9.0
GRE;202204261250;11.4;0.1;70.9;70.9;11.2
GRE;202204261300;11.4;0.1;70.3;70.3;7.2
GRE;202204261310;12.1;0.1;70.9;70.9;7.6
GRE;202204261320;12.4;0.1;67.0;67.0;6.1
GRE;202204261330;12.4;0.1;65.9;65.9;6.8
GRE;202204261340;12.9;0.1;66.7;66.7;4.0
GRE;202204261350;12.6;0.0;63.9;63.9;6.8
GRE;202204261400;12.6;0.0;65.0;65.0;6.1
GRE;202204261410;12.5;0.0;64.9;64.9;4.7
GRE;202204261420;12.6;0.0;65.1;65.1;5.4
GRE;202204261430;12.8;0.0;63.7;63.7;5.0
GRE;202204261440;12.7;0.0;63.5;63.5;6.1
GRE;202204261450;13.0;0.0;63.9;63.9;5.0
GRE;202204261500;12.9;0.0;62.5;62.5;3.6
GRE;202204261510;12.9;0.0;62.2;62.2;3.6
GRE;202204261520;13.4;0.0;62.0;62.0;2.9
GRE;202204261530;13.4;0.0;59.9;59.9;1.8
GRE;202204261540;13.7;0.0;58.8;58.8;1.4
GRE;202204261550;13.8;0.0;60.5;60.5;2.5
GRE;202204261600;13.7;0.0;60.5;60.5;2.9
GRE;202204261610;13.4;0.0;60.6;60.6;2.5
GRE;202204261620;13.9;0.0;56.8;56.8;1.8
GRE;202204261630;13.6;0.0;60.5;60.5;3.2
GRE;202204261640;12.8;0.0;63.6;63.6;4.7
GRE;202204261650;12.6;0.0;69.0;69.0;3.2
GRE;202204261700;12.6;0.0;69.2;69.2;3.6
GRE;202204261710;12.5;0.0;73.0;73.0;5.8
GRE;202204261720;11.9;0.0;75.8;75.8;6.1
GRE;202204261730;12.2;0.0;74.8;74.8;3.6
GRE;202204261740;12.7;0.0;66.9;66.9;2.9
GRE;202204261750;12.6;0.0;63.3;63.3;2.9
GRE;202204261800;12.1;0.0;62.5;62.5;4.3
GRE;202204261810;11.2;0.0;64.6;64.6;6.1
GRE;202204261820;11.3;0.0;62.1;62.1;6.5
GRE;202204261830;11.0;0.0;67.1;67.1;2.2
GRE;202204261840;11.4;0.0;65.4;65.4;0.7
GRE;202204261850;10.7;0.0;66.6;66.6;2.2
GRE;202204261900;9.6;0.0;72.2;72.2;3.2
GRE;202204261910;9.1;0.0;76.8;76.8;4.7
GRE;202204261920;9.0;0.0;78.2;78.2;2.5
GRE;202204261930;9.8;0.0;69.6;69.6;1.8
GRE;202204261940;8.7;0.0;72.6;72.6;3.2
GRE;202204261950;10.5;0.0;62.2;62.2;7.6
GRE;202204262000;10.7;0.0;61.1;61.1;8.6
GRE;202204262010;11.0;0.0;57.3;57.3;11.2
GRE;202204262020;10.5;0.0;60.0;60.0;7.9
GRE;202204262030;9.3;0.0;69.9;69.9;4.3
GRE;202204262040;8.9;0.0;69.8;69.8;3.2
GRE;202204262050;9.0;0.0;69.6;69.6;5.0
GRE;202204262100;7.0;0.0;83.6;83.6;6.8
GRE;202204262110;8.0;0.0;80.9;80.9;1.8
GRE;202204262120;7.8;0.0;81.3;81.3;1.8
GRE;202204262130;7.2;0.0;81.8;81.8;1.1
GRE;202204262140;7.8;0.0;78.7;78.7;2.9
GRE;202204262150;7.8;0.0;76.6;76.6;3.6
GRE;202204262200;6.8;0.0;82.8;82.8;3.6
GRE;202204262210;6.3;0.0;85.9;85.9;4.3
GRE;202204262220;6.6;0.0;87.0;87.0;2.2
GRE;202204262230;6.7;0.0;88.5;88.5;1.8
GRE;202204262240;6.6;0.0;87.3;87.3;1.4
GRE;202204262250;6.4;0.0;89.6;89.6;0.0
GRE;202204262300;6.1;0.0;90.3;90.3;1.4
GRE;202204262310;5.3;0.0;92.5;92.5;1.4
GRE;202204262320;5.4;0.0;93.8;93.8;1.4
GRE;202204262330;5.0;0.0;93.6;93.6;2.9
GRE;202204262340;5.3;0.0;92.2;92.2;2.9
GRE;202204262350;5.2;0.0;93.1;93.1;0.7
GRE;202204270000;5.3;0.0;94.0;94.0;1.4
GRE;202204270010;4.5;0.0;94.7;94.7;1.4
GRE;202204270020;4.6;0.0;95.0;95.0;0.7
GRE;202204270030;4.5;0.0;94.1;94.1;1.8
GRE;202204270040;4.2;0.0;95.9;95.9;1.8
GRE;202204270050;3.6;0.0;96.5;96.5;0.7
GRE;202204270100;3.8;0.0;97.0;97.0;1.4
GRE;202204270110;4.0;0.0;97.6;97.6;1.4
GRE;202204270120;3.3;0.0;98.0;98.0;0.0
GRE;202204270130;3.3;0.0;98.7;98.7;0.4
GRE;202204270140;2.3;0.0;98.9;98.9;1.8
GRE;202204270150;2.3;0.0;99.0;99.0;2.9
GRE;202204270200;3.1;0.0;99.2;99.2;1.4
GRE;202204270210;2.5;0.0;99.0;99.0;2.5
GRE;202204270220;2.7;0.0;99.0;99.0;1.4
GRE;202204270230;3.0;0.0;99.2;99.2;1.4
GRE;202204270240;2.0;0.0;99.2;99.2;2.2
GRE;202204270250;1.7;0.0;99.2;99.2;3.6
GRE;202204270300;2.2;0.0;99.2;99.2;3.2
GRE;202204270310;2.2;0.0;99.2;99.2;3.2
GRE;202204270320;2.4;0.0;99.2;99.2;5.0
GRE;202204270330;2.7;0.0;99.2;99.2;3.6
GRE;202204270340;2.8;0.0;99.2;99.2;1.8
GRE;202204270350;2.4;0.0;99.2;99.2;1.4
GRE;202204270400;2.0;0.0;99.2;99.2;4.3
GRE;202204270410;2.4;0.0;99.2;99.2;5.4
GRE;202204270420;1.9;0.0;99.2;99.2;2.5
GRE;202204270430;2.3;0.0;99.2;99.2;3.6
GRE;202204270440;2.5;0.0;99.2;99.2;2.5
GRE;202204270450;2.1;0.0;99.2;99.2;2.9
GRE;202204270500;1.8;0.0;99.2;99.2;1.1
GRE;202204270510;1.4;0.0;99.2;99.2;1.4
GRE;202204270520;1.4;0.0;99.2;99.2;2.2
GRE;202204270530;2.1;0.0;99.2;99.2;3.6
GRE;202204270540;2.5;0.0;99.2;99.2;7.2
GRE;202204270550;3.2;0.0;99.2;99.2;8.3
GRE;202204270600;4.2;0.0;99.2;99.2;6.5
GRE;202204270610;4.9;0.0;99.2;99.2;5.8
GRE;202204270620;5.5;0.0;99.2;99.2;5.4
GRE;202204270630;5.9;0.0;98.6;98.6;7.9
GRE;202204270640;6.9;0.0;92.5;92.5;15.1
GRE;202204270650;7.3;0.0;90.2;90.2;18.0
GRE;202204270700;7.8;0.0;88.7;88.7;16.6
GRE;202204270710;8.1;0.0;86.7;86.7;16.9
GRE;202204270720;8.5;0.0;85.2;85.2;15.1
GRE;202204270730;9.1;0.0;83.6;83.6;15.8
GRE;202204270740;9.7;0.0;81.1;81.1;16.9
GRE;202204270750;10.0;0.0;78.6;78.6;18.0
GRE;202204270800;10.4;0.0;74.7;74.7;20.2
GRE;202204270810;10.5;0.0;72.7;72.7;21.6
GRE;202204270820;10.8;0.0;72.7;72.7;22.7
GRE;202204270830;11.1;0.0;73.0;73.0;20.2
GRE;202204270840;11.4;0.0;72.1;72.1;18.7
GRE;202204270850;11.6;0.0;71.3;71.3;19.4
GRE;202204270900;11.7;0.0;70.5;70.5;18.4
GRE;202204270910;12.0;0.0;70.7;70.7;18.0
GRE;202204270920;12.1;0.0;69.8;69.8;20.2
GRE;202204270930;12.3;0.0;69.8;69.8;17.6
GRE;202204270940;12.6;0.0;69.2;69.2;18.4
GRE;202204270950;12.7;0.0;67.9;67.9;19.1
GRE;202204271000;12.9;0.0;67.0;67.0;19.4
GRE;202204271010;13.2;0.0;67.1;67.1;19.8
GRE;202204271020;13.3;0.0;65.6;65.6;21.2
GRE;202204271030;13.5;0.0;65.6;65.6;21.6
GRE;202204271040;13.9;0.0;63.9;63.9;23.8
GRE;202204271050;14.1;0.0;63.9;63.9;24.1
GRE;202204271100;14.2;0.0;61.3;61.3;22.7
GRE;202204271110;14.4;0.0;61.4;61.4;25.2
GRE;202204271120;14.6;0.0;61.9;61.9;22.7
GRE;202204271130;14.7;0.0;60.4;60.4;27.0
GRE;202204271140;14.6;0.0;60.2;60.2;28.4
GRE;202204271150;14.9;0.0;60.3;60.3;27.0
GRE;202204271200;15.0;0.0;59.0;59.0;27.0
GRE;202204271210;15.1;0.0;57.9;57.9;25.2
GRE;202204271220;15.3;0.0;55.8;55.8;26.3
GRE;202204271230;15.4;0.0;55.9;55.9;27.4
GRE;202204271240;15.5;0.0;55.1;55.1;25.6
GRE;202204271250;15.5;0.0;54.7;54.7;25.2
GRE;202204271300;15.7;0.0;55.3;55.3;24.8
GRE;202204271310;15.7;0.0;54.5;54.5;24.1
GRE;202204271320;15.6;0.0;54.2;54.2;24.8
GRE;202204271330;15.7;0.0;53.5;53.5;21.6
GRE;202204271340;15.8;0.0;52.3;52.3;23.0
GRE;202204271350;15.8;0.0;53.3;53.3;23.0
GRE;202204271400;15.9;0.0;53.4;53.4;21.6
GRE;202204271410;15.9;0.0;52.2;52.2;24.8
GRE;202204271420;15.9;0.0;50.5;50.5;23.8
GRE;202204271430;16.0;0.0;53.2;53.2;19.4
GRE;202204271440;16.1;0.0;52.0;52.0;21.2
GRE;202204271450;16.0;0.0;50.7;50.7;21.2
