 

stn;time;tre200s0;rre150g0;uor200s0;ure200s0;fu3010z0
GRE;202204271500;16.0;0.0;51.8;51.8;20.9
GRE;202204271510;16.0;0.0;51.9;51.9;22.7
GRE;202204271520;15.9;0.0;50.8;50.8;21.2
GRE;202204271530;16.0;0.0;51.7;51.7;19.8
GRE;202204271540;15.8;0.0;51.2;51.2;22.3
GRE;202204271550;15.8;0.0;50.6;50.6;20.9
GRE;202204271600;15.8;0.0;51.2;51.2;19.8
GRE;202204271610;15.7;0.0;52.2;52.2;20.2
GRE;202204271620;15.6;0.0;50.8;50.8;19.1
GRE;202204271630;15.5;0.0;50.9;50.9;19.1
GRE;202204271640;15.3;0.0;52.0;52.0;19.1
GRE;202204271650;15.2;0.0;50.8;50.8;18.4
GRE;202204271700;15.1;0.0;49.5;49.5;19.8
GRE;202204271710;14.9;0.0;50.4;50.4;18.4
GRE;202204271720;14.6;0.0;50.7;50.7;16.9
GRE;202204271730;14.4;0.0;52.0;52.0;14.8
GRE;202204271740;14.2;0.0;52.5;52.5;16.2
GRE;202204271750;13.9;0.0;52.9;52.9;16.6
GRE;202204271800;13.6;0.0;54.3;54.3;18.7
GRE;202204271810;12.8;0.0;57.8;57.8;18.7
GRE;202204271820;11.1;0.0;67.3;67.3;13.3
GRE;202204271830;10.4;0.0;69.6;69.6;14.4
GRE;202204271840;10.1;0.0;69.8;69.8;14.4
GRE;202204271850;10.1;0.0;69.9;69.9;10.1
GRE;202204271900;9.2;0.0;74.8;74.8;7.9
GRE;202204271910;9.0;0.0;76.2;76.2;9.4
GRE;202204271920;9.5;0.0;73.6;73.6;8.3
GRE;202204271930;9.9;0.0;72.3;72.3;4.0
GRE;202204271940;9.2;0.0;74.4;74.4;4.3
GRE;202204271950;9.3;0.0;73.8;73.8;5.8
GRE;202204272000;9.2;0.0;71.7;71.7;6.8
GRE;202204272010;8.6;0.0;74.3;74.3;7.6
GRE;202204272020;8.2;0.0;76.1;76.1;7.2
GRE;202204272030;8.6;0.0;75.1;75.1;7.6
GRE;202204272040;8.8;0.0;74.0;74.0;8.6
GRE;202204272050;8.4;0.0;77.1;77.1;10.1
GRE;202204272100;8.6;0.0;78.1;78.1;11.2
GRE;202204272110;8.8;0.0;78.2;78.2;12.2
GRE;202204272120;9.1;0.0;78.0;78.0;13.7
GRE;202204272130;9.8;0.0;75.0;75.0;14.4
GRE;202204272140;9.6;0.0;75.0;75.0;12.6
GRE;202204272150;10.0;0.0;73.0;73.0;12.2
GRE;202204272200;9.8;0.0;73.7;73.7;13.0
GRE;202204272210;9.5;0.0;74.5;74.5;11.2
GRE;202204272220;9.4;0.0;75.0;75.0;12.6
GRE;202204272230;9.5;0.0;74.4;74.4;11.9
GRE;202204272240;9.3;0.0;75.0;75.0;11.5
GRE;202204272250;9.2;0.0;75.4;75.4;12.2
GRE;202204272300;9.2;0.0;75.1;75.1;11.5
GRE;202204272310;7.6;0.0;80.7;80.7;10.4
GRE;202204272320;7.2;0.0;83.2;83.2;11.2
GRE;202204272330;6.9;0.0;84.3;84.3;11.5
GRE;202204272340;6.5;0.0;84.8;84.8;9.4
GRE;202204272350;6.4;0.0;85.3;85.3;8.6
GRE;202204280000;6.8;0.0;83.7;83.7;7.9
GRE;202204280010;6.5;0.0;83.4;83.4;8.6
GRE;202204280020;6.1;0.0;84.6;84.6;9.7
GRE;202204280030;6.2;0.0;85.5;85.5;10.8
GRE;202204280040;5.9;0.0;84.8;84.8;9.0
GRE;202204280050;5.7;0.0;86.8;86.8;10.4
GRE;202204280100;5.7;0.0;86.4;86.4;10.4
GRE;202204280110;5.9;0.0;85.3;85.3;9.4
GRE;202204280120;6.8;0.0;82.6;82.6;7.6
GRE;202204280130;6.0;0.0;83.6;83.6;7.2
GRE;202204280140;6.2;0.0;84.5;84.5;6.8
GRE;202204280150;6.0;0.0;83.7;83.7;7.6
GRE;202204280200;5.2;0.0;86.1;86.1;8.6
GRE;202204280210;4.8;0.0;87.3;87.3;11.2
GRE;202204280220;5.1;0.0;88.0;88.0;11.2
GRE;202204280230;4.9;0.0;88.1;88.1;7.9
GRE;202204280240;4.6;0.0;89.0;89.0;7.6
GRE;202204280250;5.0;0.0;89.4;89.4;7.6
GRE;202204280300;5.5;0.0;87.1;87.1;8.3
GRE;202204280310;4.4;0.0;89.1;89.1;9.0
GRE;202204280320;4.5;0.0;89.5;89.5;9.4
GRE;202204280330;4.3;0.0;90.4;90.4;9.4
GRE;202204280340;4.3;0.0;91.0;91.0;9.4
GRE;202204280350;4.2;0.0;91.3;91.3;9.4
GRE;202204280400;3.9;0.0;91.6;91.6;9.4
GRE;202204280410;4.1;0.0;92.9;92.9;6.8
GRE;202204280420;4.4;0.0;92.0;92.0;7.9
GRE;202204280430;4.2;0.0;92.2;92.2;7.6
GRE;202204280440;4.2;0.0;93.4;93.4;6.5
GRE;202204280450;4.4;0.0;93.6;93.6;5.8
GRE;202204280500;4.8;0.0;93.4;93.4;2.9
GRE;202204280510;5.3;0.0;92.6;92.6;1.4
GRE;202204280520;5.5;0.0;90.8;90.8;3.6
GRE;202204280530;5.6;0.0;91.1;91.1;5.4
GRE;202204280540;6.4;0.0;92.1;92.1;7.6
GRE;202204280550;7.2;0.0;89.2;89.2;9.4
GRE;202204280600;7.6;0.0;87.2;87.2;10.1
GRE;202204280610;7.8;0.0;85.0;85.0;12.2
GRE;202204280620;8.1;0.0;84.8;84.8;14.4
GRE;202204280630;8.4;0.0;83.9;83.9;16.2
GRE;202204280640;8.7;0.0;82.4;82.4;16.2
GRE;202204280650;9.1;0.0;81.4;81.4;17.6
GRE;202204280700;9.4;0.0;79.5;79.5;15.8
GRE;202204280710;9.8;0.0;77.9;77.9;16.2
GRE;202204280720;10.2;0.0;75.9;75.9;14.8
GRE;202204280730;10.7;0.0;74.4;74.4;15.5
GRE;202204280740;11.0;0.0;72.9;72.9;17.3
GRE;202204280750;11.0;0.0;72.4;72.4;20.9
GRE;202204280800;11.4;0.0;71.6;71.6;17.3
GRE;202204280810;11.7;0.0;70.4;70.4;17.3
GRE;202204280820;12.0;0.0;69.3;69.3;16.6
GRE;202204280830;12.5;0.0;69.7;69.7;15.1
GRE;202204280840;12.8;0.0;67.8;67.8;18.7
GRE;202204280850;13.1;0.0;67.3;67.3;17.3
GRE;202204280900;13.3;0.0;66.3;66.3;17.3
GRE;202204280910;13.6;0.0;66.1;66.1;18.7
GRE;202204280920;13.8;0.0;64.4;64.4;20.9
GRE;202204280930;14.4;0.0;64.9;64.9;18.7
GRE;202204280940;14.6;0.0;63.7;63.7;18.7
GRE;202204280950;14.7;0.0;62.6;62.6;18.7
GRE;202204281000;15.1;0.0;61.7;61.7;19.4
GRE;202204281010;15.3;0.0;59.9;59.9;20.9
GRE;202204281020;15.5;0.0;58.3;58.3;21.6
GRE;202204281030;15.9;0.0;58.0;58.0;20.5
GRE;202204281040;16.3;0.0;55.8;55.8;19.1
GRE;202204281050;16.6;0.0;54.6;54.6;19.1
GRE;202204281100;16.7;0.0;54.2;54.2;19.4
GRE;202204281110;17.0;0.0;54.2;54.2;16.6
GRE;202204281120;17.1;0.0;52.2;52.2;20.2
GRE;202204281130;17.2;0.0;48.4;48.4;24.1
GRE;202204281140;17.5;0.0;49.6;49.6;20.2
GRE;202204281150;17.6;0.0;47.6;47.6;21.2
GRE;202204281200;17.8;0.0;47.5;47.5;24.5
GRE;202204281210;17.8;0.0;46.0;46.0;27.4
GRE;202204281220;18.0;0.0;45.3;45.3;25.2
GRE;202204281230;18.2;0.0;45.9;45.9;20.9
GRE;202204281240;18.2;0.0;44.5;44.5;24.5
GRE;202204281250;18.4;0.0;46.2;46.2;21.6
GRE;202204281300;18.5;0.0;42.8;42.8;21.2
GRE;202204281310;18.5;0.0;42.5;42.5;23.0
GRE;202204281320;18.5;0.0;43.0;43.0;24.8
GRE;202204281330;18.7;0.0;44.3;44.3;21.2
GRE;202204281340;18.8;0.0;44.1;44.1;22.7
GRE;202204281350;18.7;0.0;43.9;43.9;25.2
GRE;202204281400;18.8;0.0;44.0;44.0;22.7
GRE;202204281410;18.9;0.0;44.1;44.1;22.3
GRE;202204281420;18.8;0.0;43.0;43.0;23.8
GRE;202204281430;18.9;0.0;43.7;43.7;23.4
GRE;202204281440;18.8;0.0;42.1;42.1;23.0
GRE;202204281450;18.9;0.0;42.3;42.3;20.9
GRE;202204281500;18.9;0.0;44.5;44.5;20.2
GRE;202204281510;18.9;0.0;42.6;42.6;21.6
GRE;202204281520;18.8;0.0;42.4;42.4;20.9
GRE;202204281530;18.7;0.0;40.2;40.2;22.0
GRE;202204281540;18.7;0.0;40.3;40.3;20.9
GRE;202204281550;18.6;0.0;40.1;40.1;20.2
GRE;202204281600;18.6;0.0;40.7;40.7;18.7
GRE;202204281610;18.5;0.0;40.2;40.2;20.9
GRE;202204281620;18.3;0.0;39.8;39.8;20.9
GRE;202204281630;18.2;0.0;40.2;40.2;19.4
GRE;202204281640;18.1;0.0;40.9;40.9;17.3
GRE;202204281650;17.9;0.0;40.9;40.9;17.3
GRE;202204281700;17.7;0.0;40.6;40.6;17.3
GRE;202204281710;17.4;0.0;40.1;40.1;18.0
GRE;202204281720;17.2;0.0;40.4;40.4;16.9
GRE;202204281730;16.9;0.0;41.3;41.3;16.2
GRE;202204281740;16.6;0.0;41.7;41.7;15.8
GRE;202204281750;16.3;0.0;41.9;41.9;15.5
GRE;202204281800;15.8;0.0;43.5;43.5;15.1
GRE;202204281810;14.2;0.0;50.2;50.2;15.1
GRE;202204281820;13.1;0.0;56.0;56.0;11.2
GRE;202204281830;12.6;0.0;58.1;58.1;11.9
GRE;202204281840;12.2;0.0;58.3;58.3;11.2
GRE;202204281850;11.6;0.0;60.5;60.5;11.5
GRE;202204281900;11.7;0.0;58.9;58.9;11.5
GRE;202204281910;11.8;0.0;57.6;57.6;10.4
GRE;202204281920;11.4;0.0;58.3;58.3;10.4
GRE;202204281930;11.1;0.0;59.1;59.1;10.1
GRE;202204281940;11.1;0.0;59.5;59.5;9.7
GRE;202204281950;10.4;0.0;62.3;62.3;12.2
GRE;202204282000;9.9;0.0;64.6;64.6;10.1
GRE;202204282010;8.7;0.0;72.0;72.0;6.5
GRE;202204282020;8.6;0.0;72.5;72.5;6.1
GRE;202204282030;9.9;0.0;66.4;66.4;5.0
GRE;202204282040;10.4;0.0;62.4;62.4;5.8
GRE;202204282050;10.0;0.0;63.7;63.7;5.0
GRE;202204282100;9.4;0.0;67.2;67.2;5.4
GRE;202204282110;7.4;0.0;79.2;79.2;5.8
GRE;202204282120;7.4;0.0;83.3;83.3;4.7
GRE;202204282130;7.4;0.0;78.1;78.1;6.8
GRE;202204282140;8.8;0.0;70.9;70.9;8.6
GRE;202204282150;8.7;0.0;68.9;68.9;11.2
GRE;202204282200;8.0;0.0;73.8;73.8;9.0
GRE;202204282210;7.4;0.0;81.8;81.8;5.4
GRE;202204282220;8.0;0.0;76.7;76.7;10.1
GRE;202204282230;9.5;0.0;67.6;67.6;10.4
GRE;202204282240;8.0;0.0;73.0;73.0;7.2
GRE;202204282250;7.7;0.0;77.4;77.4;5.0
GRE;202204282300;7.5;0.0;74.9;74.9;6.1
GRE;202204282310;7.7;0.0;73.3;73.3;5.8
GRE;202204282320;7.1;0.0;75.3;75.3;6.1
GRE;202204282330;8.6;0.0;69.6;69.6;7.2
GRE;202204282340;9.4;0.0;64.7;64.7;6.5
GRE;202204282350;8.0;0.0;69.1;69.1;7.2
GRE;202204290000;8.4;0.0;67.9;67.9;7.2
GRE;202204290010;8.8;0.0;66.2;66.2;7.2
GRE;202204290020;8.0;0.0;69.1;69.1;7.6
GRE;202204290030;7.1;0.0;72.0;72.0;7.6
GRE;202204290040;6.9;0.0;74.2;74.2;7.2
GRE;202204290050;7.5;0.0;72.9;72.9;7.9
GRE;202204290100;6.4;0.0;75.4;75.4;9.0
GRE;202204290110;6.0;0.0;77.4;77.4;9.4
GRE;202204290120;5.5;0.0;80.6;80.6;8.3
GRE;202204290130;5.7;0.0;80.9;80.9;8.6
GRE;202204290140;6.2;0.0;81.2;81.2;3.2
GRE;202204290150;6.6;0.0;78.6;78.6;3.2
GRE;202204290200;5.7;0.0;83.8;83.8;2.2
GRE;202204290210;5.2;0.0;87.3;87.3;1.8
GRE;202204290220;5.2;0.0;88.9;88.9;1.8
GRE;202204290230;5.1;0.0;87.1;87.1;1.1
GRE;202204290240;4.9;0.0;88.6;88.6;0.7
GRE;202204290250;5.2;0.0;89.8;89.8;0.4
GRE;202204290300;5.2;0.0;89.4;89.4;0.0
GRE;202204290310;4.4;0.0;90.3;90.3;0.0
GRE;202204290320;4.6;0.0;90.9;90.9;1.1
GRE;202204290330;4.3;0.0;89.4;89.4;0.0
GRE;202204290340;4.6;0.0;89.4;89.4;1.1
GRE;202204290350;5.3;0.0;87.8;87.8;4.3
GRE;202204290400;5.4;0.0;85.0;85.0;6.5
GRE;202204290410;4.4;0.0;87.1;87.1;6.1
GRE;202204290420;4.3;0.0;87.9;87.9;2.2
GRE;202204290430;4.5;0.0;88.4;88.4;0.7
GRE;202204290440;4.6;0.0;89.3;89.3;0.4
GRE;202204290450;4.5;0.0;91.2;91.2;1.1
GRE;202204290500;4.8;0.0;92.4;92.4;1.4
GRE;202204290510;4.7;0.0;92.2;92.2;1.8
GRE;202204290520;4.9;0.0;92.4;92.4;1.4
GRE;202204290530;5.6;0.0;92.7;92.7;0.7
GRE;202204290540;6.2;0.0;90.8;90.8;0.4
GRE;202204290550;6.8;0.0;89.4;89.4;0.4
GRE;202204290600;7.3;0.0;86.2;86.2;1.4
GRE;202204290610;7.6;0.0;85.4;85.4;1.8
GRE;202204290620;8.3;0.0;83.3;83.3;2.5
GRE;202204290630;8.9;0.0;79.2;79.2;4.0
GRE;202204290640;9.1;0.0;78.1;78.1;2.9
GRE;202204290650;9.4;0.0;75.8;75.8;2.9
GRE;202204290700;9.6;0.0;72.3;72.3;4.3
GRE;202204290710;9.8;0.0;73.9;73.9;3.6
GRE;202204290720;10.1;0.0;71.8;71.8;4.0
GRE;202204290730;10.5;0.0;71.7;71.7;3.2
GRE;202204290740;11.1;0.0;68.9;68.9;5.8
GRE;202204290750;11.6;0.0;67.1;67.1;7.2
GRE;202204290800;12.1;0.0;64.1;64.1;9.7
GRE;202204290810;12.5;0.0;60.9;60.9;9.7
GRE;202204290820;12.8;0.0;58.2;58.2;10.8
GRE;202204290830;13.0;0.0;59.4;59.4;9.4
GRE;202204290840;13.5;0.0;59.1;59.1;9.0
GRE;202204290850;13.5;0.0;58.5;58.5;8.3
GRE;202204290900;13.7;0.0;57.5;57.5;8.6
GRE;202204290910;14.1;0.0;56.1;56.1;8.6
GRE;202204290920;14.4;0.0;55.4;55.4;8.6
GRE;202204290930;14.8;0.0;54.5;54.5;5.4
GRE;202204290940;14.9;0.0;52.3;52.3;6.5
GRE;202204290950;15.1;0.0;51.5;51.5;5.0
GRE;202204291000;15.0;0.0;51.0;51.0;5.4
GRE;202204291010;15.7;0.0;51.5;51.5;6.8
GRE;202204291020;16.1;0.0;50.2;50.2;7.9
GRE;202204291030;16.5;0.0;51.1;51.1;6.1
GRE;202204291040;16.4;0.0;49.5;49.5;4.7
GRE;202204291050;16.8;0.0;50.9;50.9;4.0
GRE;202204291100;16.9;0.0;46.0;46.0;3.2
GRE;202204291110;17.5;0.0;48.2;48.2;3.6
GRE;202204291120;17.1;0.0;48.8;48.8;4.7
GRE;202204291130;17.7;0.0;47.3;47.3;3.2
GRE;202204291140;18.0;0.0;44.8;44.8;3.2
GRE;202204291150;18.0;0.0;44.2;44.2;4.0
GRE;202204291200;17.9;0.0;45.1;45.1;2.2
GRE;202204291210;17.8;0.0;46.8;46.8;5.8
GRE;202204291220;18.0;0.0;46.4;46.4;3.6
GRE;202204291230;18.0;0.0;45.8;45.8;3.6
GRE;202204291240;18.2;0.0;45.0;45.0;4.3
GRE;202204291250;18.6;0.0;44.3;44.3;2.5
GRE;202204291300;18.6;0.0;44.3;44.3;1.8
GRE;202204291310;18.4;0.0;45.5;45.5;5.0
GRE;202204291320;18.8;0.0;43.8;43.8;4.7
GRE;202204291330;19.0;0.0;42.9;42.9;2.9
GRE;202204291340;19.2;0.0;41.2;41.2;3.2
GRE;202204291350;19.1;0.0;41.7;41.7;4.3
GRE;202204291400;19.0;0.0;41.4;41.4;3.6
GRE;202204291410;19.1;0.0;44.0;44.0;4.7
GRE;202204291420;18.9;0.0;45.7;45.7;4.3
GRE;202204291430;19.0;0.0;45.3;45.3;2.9
GRE;202204291440;19.1;0.0;46.9;46.9;4.3
GRE;202204291450;19.2;0.0;47.9;47.9;7.6
GRE;202204291500;19.5;0.0;46.9;46.9;8.6
GRE;202204291510;19.6;0.0;44.7;44.7;9.4
GRE;202204291520;19.4;0.0;44.7;44.7;10.4
GRE;202204291530;19.0;0.0;44.8;44.8;14.0
GRE;202204291540;18.8;0.0;44.3;44.3;17.6
GRE;202204291550;18.6;0.0;45.3;45.3;12.2
GRE;202204291600;18.4;0.0;44.2;44.2;15.1
GRE;202204291610;18.3;0.0;44.4;44.4;13.7
GRE;202204291620;18.3;0.0;43.3;43.3;9.7
GRE;202204291630;18.2;0.0;42.6;42.6;12.2
GRE;202204291640;18.0;0.0;43.5;43.5;8.3
GRE;202204291650;17.7;0.0;41.5;41.5;16.2
GRE;202204291700;17.5;0.0;42.3;42.3;14.4
GRE;202204291710;17.3;0.0;42.9;42.9;11.5
GRE;202204291720;17.3;0.0;42.1;42.1;9.7
GRE;202204291730;17.2;0.0;41.6;41.6;10.8
GRE;202204291740;17.0;0.0;43.3;43.3;3.6
GRE;202204291750;16.0;0.0;50.3;50.3;6.5
GRE;202204291800;15.2;0.0;56.0;56.0;10.4
GRE;202204291810;15.4;0.0;55.7;55.7;7.2
GRE;202204291820;15.9;0.0;50.6;50.6;5.8
GRE;202204291830;14.1;0.0;61.1;61.1;4.3
GRE;202204291840;15.3;0.0;53.0;53.0;6.1
GRE;202204291850;15.8;0.0;44.3;44.3;5.8
GRE;202204291900;15.5;0.0;43.9;43.9;9.0
GRE;202204291910;15.4;0.0;44.8;44.8;5.8
GRE;202204291920;15.2;0.0;47.3;47.3;2.5
GRE;202204291930;14.4;0.0;51.5;51.5;3.6
GRE;202204291940;15.5;0.0;44.6;44.6;5.8
GRE;202204291950;15.0;0.0;47.3;47.3;2.5
GRE;202204292000;15.0;0.0;47.1;47.1;9.0
GRE;202204292010;14.6;0.0;49.4;49.4;10.1
GRE;202204292020;14.6;0.0;48.9;48.9;8.3
GRE;202204292030;14.9;0.0;47.5;47.5;10.8
GRE;202204292040;14.7;0.0;49.6;49.6;11.5
GRE;202204292050;14.5;0.0;50.5;50.5;11.2
GRE;202204292100;14.5;0.0;49.4;49.4;12.2
GRE;202204292110;14.5;0.0;45.3;45.3;11.5
GRE;202204292120;14.4;0.0;45.1;45.1;15.1
GRE;202204292130;14.4;0.0;45.5;45.5;11.2
GRE;202204292140;14.4;0.0;44.6;44.6;12.6
GRE;202204292150;14.3;0.0;46.9;46.9;11.5
GRE;202204292200;14.2;0.0;47.5;47.5;7.2
GRE;202204292210;14.2;0.0;47.5;47.5;14.0
GRE;202204292220;14.2;0.0;48.5;48.5;10.4
GRE;202204292230;14.2;0.0;48.3;48.3;10.8
GRE;202204292240;14.0;0.0;50.0;50.0;3.2
GRE;202204292250;14.3;0.0;48.1;48.1;2.9
GRE;202204292300;14.5;0.0;46.7;46.7;2.5
GRE;202204292310;12.7;0.0;59.5;59.5;3.2
GRE;202204292320;11.8;0.0;70.0;70.0;4.3
GRE;202204292330;11.3;0.0;74.1;74.1;6.5
GRE;202204292340;11.7;0.0;69.3;69.3;2.9
GRE;202204292350;12.0;0.0;66.5;66.5;1.8
GRE;202204300000;12.3;0.0;65.3;65.3;1.4
GRE;202204300010;12.2;0.0;67.3;67.3;0.7
GRE;202204300020;11.8;0.0;68.2;68.2;1.4
GRE;202204300030;11.0;0.0;77.6;77.6;3.6
GRE;202204300040;10.8;0.0;82.2;82.2;3.2
GRE;202204300050;11.1;0.0;76.7;76.7;1.8
GRE;202204300100;10.7;0.0;81.7;81.7;3.6
GRE;202204300110;10.9;0.0;80.8;80.8;2.5
GRE;202204300120;11.0;0.0;80.6;80.6;2.9
GRE;202204300130;10.9;0.0;79.7;79.7;4.0
GRE;202204300140;11.1;0.0;77.5;77.5;2.2
GRE;202204300150;11.1;0.0;80.7;80.7;3.2
GRE;202204300200;10.7;0.0;83.1;83.1;1.8
GRE;202204300210;10.8;0.0;83.5;83.5;2.2
GRE;202204300220;10.5;0.0;83.9;83.9;3.2
GRE;202204300230;10.2;0.0;86.4;86.4;3.6
GRE;202204300240;10.1;0.0;89.1;89.1;3.6
GRE;202204300250;10.2;0.0;87.3;87.3;6.8
GRE;202204300300;10.1;0.0;85.7;85.7;7.6
GRE;202204300310;9.7;0.0;86.7;86.7;5.4
GRE;202204300320;9.3;0.0;90.8;90.8;4.3
GRE;202204300330;9.5;0.0;89.5;89.5;5.0
GRE;202204300340;9.8;0.0;87.4;87.4;1.4
GRE;202204300350;9.9;0.0;86.8;86.8;5.4
GRE;202204300400;9.9;0.0;87.6;87.6;5.0
GRE;202204300410;9.7;0.0;88.9;88.9;2.9
GRE;202204300420;9.7;0.0;87.6;87.6;4.7
GRE;202204300430;9.1;0.0;91.1;91.1;2.9
GRE;202204300440;9.6;0.0;90.3;90.3;2.2
GRE;202204300450;9.1;0.0;89.2;89.2;2.5
GRE;202204300500;9.1;0.0;90.1;90.1;2.9
GRE;202204300510;9.0;0.0;90.2;90.2;2.9
GRE;202204300520;8.8;0.0;92.5;92.5;4.3
GRE;202204300530;9.1;0.0;93.8;93.8;1.1
GRE;202204300540;8.7;0.0;93.8;93.8;3.6
GRE;202204300550;8.6;0.0;93.6;93.6;5.4
GRE;202204300600;9.8;0.0;92.4;92.4;4.3
GRE;202204300610;10.2;0.0;91.1;91.1;3.2
GRE;202204300620;10.8;0.0;87.8;87.8;2.5
GRE;202204300630;11.3;0.0;84.6;84.6;2.9
GRE;202204300640;11.7;0.0;81.8;81.8;3.2
GRE;202204300650;12.3;0.0;79.6;79.6;1.8
GRE;202204300700;12.6;0.0;78.4;78.4;2.2
GRE;202204300710;12.9;0.0;75.5;75.5;2.5
GRE;202204300720;13.3;0.0;74.3;74.3;3.6
GRE;202204300730;13.5;0.0;74.9;74.9;4.7
GRE;202204300740;13.7;0.0;72.2;72.2;4.7
GRE;202204300750;13.9;0.0;70.4;70.4;4.7
GRE;202204300800;14.1;0.0;67.6;67.6;4.7
GRE;202204300810;14.2;0.0;67.7;67.7;5.8
GRE;202204300820;14.5;0.0;65.5;65.5;4.0
GRE;202204300830;14.9;0.0;66.5;66.5;6.5
GRE;202204300840;15.1;0.0;63.1;63.1;7.9
GRE;202204300850;15.4;0.0;58.8;58.8;5.4
GRE;202204300900;15.7;0.0;54.2;54.2;2.9
GRE;202204300910;16.0;0.0;58.3;58.3;7.6
GRE;202204300920;16.2;0.0;57.5;57.5;7.2
GRE;202204300930;16.3;0.0;54.0;54.0;4.3
GRE;202204300940;15.7;0.0;52.5;52.5;5.4
GRE;202204300950;14.9;0.0;55.5;55.5;7.2
GRE;202204301000;14.8;0.2;55.3;55.3;2.9
GRE;202204301010;14.8;0.2;58.3;58.3;1.8
GRE;202204301020;14.6;0.2;60.9;60.9;4.3
GRE;202204301030;14.8;0.2;60.8;60.8;5.4
GRE;202204301040;14.8;0.2;60.6;60.6;7.2
GRE;202204301050;14.2;0.2;64.4;64.4;9.4
GRE;202204301100;14.7;0.0;63.0;63.0;6.5
GRE;202204301110;15.9;0.0;58.6;58.6;5.4
GRE;202204301120;16.5;0.0;57.3;57.3;12.2
GRE;202204301130;15.5;0.0;52.0;52.0;5.8
GRE;202204301140;14.8;0.0;58.7;58.7;7.6
GRE;202204301150;14.5;0.0;61.8;61.8;7.2
GRE;202204301200;14.5;0.0;63.0;63.0;7.6
GRE;202204301210;14.6;0.0;63.0;63.0;9.0
GRE;202204301220;14.9;0.0;60.7;60.7;11.5
GRE;202204301230;15.2;0.0;59.2;59.2;7.6
GRE;202204301240;16.3;0.0;58.5;58.5;10.8
GRE;202204301250;14.7;0.0;53.5;53.5;14.4
GRE;202204301300;12.5;0.4;66.0;66.0;19.1
GRE;202204301310;11.9;0.6;75.6;75.6;9.7
GRE;202204301320;12.2;0.9;76.5;76.5;7.9
GRE;202204301330;12.7;0.9;68.3;68.3;16.2
GRE;202204301340;12.1;0.9;66.6;66.6;22.7
GRE;202204301350;11.6;1.0;68.0;68.0;24.5
GRE;202204301400;11.6;0.6;72.6;72.6;14.8
GRE;202204301410;11.9;0.5;72.2;72.2;18.7
GRE;202204301420;12.1;0.2;72.1;72.1;20.2
GRE;202204301430;12.2;0.2;70.9;70.9;14.8
GRE;202204301440;12.4;0.2;71.6;71.6;15.1
GRE;202204301450;12.1;0.1;72.2;72.2;18.4
GRE;202204301500;12.5;0.1;69.3;69.3;9.7
GRE;202204301510;13.6;0.0;64.2;64.2;9.0
GRE;202204301520;13.2;0.0;65.0;65.0;9.7
GRE;202204301530;13.2;0.0;65.5;65.5;9.0
GRE;202204301540;13.3;0.0;63.7;63.7;5.4
GRE;202204301550;13.6;0.0;62.8;62.8;6.5
GRE;202204301600;13.5;0.0;61.3;61.3;4.7
GRE;202204301610;13.4;0.0;61.5;61.5;3.2
GRE;202204301620;12.8;0.0;65.6;65.6;8.3
GRE;202204301630;12.6;0.0;68.5;68.5;8.6
GRE;202204301640;12.5;0.0;70.4;70.4;7.2
GRE;202204301650;12.3;0.0;68.8;68.8;8.3
GRE;202204301700;12.1;0.0;70.5;70.5;6.5
GRE;202204301710;11.8;0.0;71.8;71.8;5.0
GRE;202204301720;11.6;0.0;75.6;75.6;5.4
GRE;202204301730;11.2;0.0;79.0;79.0;6.8
GRE;202204301740;11.0;0.0;79.8;79.8;6.5
GRE;202204301750;11.0;0.0;80.8;80.8;6.5
GRE;202204301800;11.1;0.0;80.3;80.3;6.8
GRE;202204301810;10.9;0.0;82.4;82.4;6.1
GRE;202204301820;10.6;0.0;82.5;82.5;6.5
GRE;202204301830;10.4;0.0;84.6;84.6;5.0
GRE;202204301840;10.8;0.0;82.4;82.4;5.0
GRE;202204301850;10.6;0.0;81.4;81.4;6.1
GRE;202204301900;10.1;0.0;83.3;83.3;6.1
GRE;202204301910;9.3;0.0;86.8;86.8;4.3
GRE;202204301920;9.2;0.0;89.2;89.2;4.0
GRE;202204301930;8.9;0.0;91.0;91.0;3.2
GRE;202204301940;8.3;0.0;91.1;91.1;4.3
GRE;202204301950;8.0;0.0;91.7;91.7;4.3
GRE;202204302000;7.1;0.0;92.3;92.3;4.7
GRE;202204302010;7.3;0.0;94.4;94.4;2.2
GRE;202204302020;7.7;0.0;94.1;94.1;2.2
GRE;202204302030;7.9;0.0;93.2;93.2;4.7
GRE;202204302040;7.9;0.0;94.6;94.6;2.5
GRE;202204302050;8.6;0.0;93.2;93.2;0.7
GRE;202204302100;8.9;0.0;91.5;91.5;0.4
GRE;202204302110;8.9;0.0;90.6;90.6;2.9
GRE;202204302120;8.9;0.0;90.2;90.2;5.8
GRE;202204302130;9.0;0.0;90.2;90.2;6.5
GRE;202204302140;9.0;0.0;90.6;90.6;8.3
GRE;202204302150;8.9;0.0;90.7;90.7;6.1
GRE;202204302200;8.6;0.0;92.6;92.6;3.6
GRE;202204302210;8.5;0.0;93.7;93.7;3.2
GRE;202204302220;8.5;0.0;94.1;94.1;3.6
GRE;202204302230;7.9;0.0;95.2;95.2;5.8
GRE;202204302240;8.2;0.0;94.8;94.8;6.1
GRE;202204302250;8.1;0.0;93.4;93.4;6.1
GRE;202204302300;7.6;0.0;93.9;93.9;6.5
